#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Aerococcus urinaeequi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus sp. HMSC23C02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eremococcus coleocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Facklamia ignava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Facklamia languida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalibacterium gilvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalibacterium pelagium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalibacterium thalassium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloiococcus otitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopostipes suicloacalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium divergens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium inhibens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium maltaromaticum	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
Carnobacterium sp. 17-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium sp. CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolosigranulum pigrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella adiacens	0	1055	0	0	0	1145	0	955	8302	0	0	0	0	0	0	0
Granulicatella elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella sp. 572.rep1_STHE	0	639	0	0	0	0	0	512	4884	0	0	0	0	0	0	0
Granulicatella sp. HMSC30F09	0	611	0	0	0	0	0	609	5180	0	0	0	0	0	0	0
Granulicatella sp. HMSC31F03	0	512	0	0	0	0	0	512	4232	0	0	0	0	0	0	0
Jeotgalibaca dankookensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trichococcus pasteurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Enterococcus casseliflavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0
Enterococcus cecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus columbae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus faecium	429	0	0	0	0	0	0	0	0	0	311930	227676	12110	245358	143360	570
Enterococcus gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
Enterococcus italicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus sp. 6C8_DIV0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus sp. 9D6_DIV0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vagococcus fluvialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vagococcus lutrae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acetotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidipiscis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Lactobacillus animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus apodemi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus aviarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Lactobacillus brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus coryniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus crispatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus equi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus gasseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Lactobacillus helveticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus hokkaidonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	3
Lactobacillus johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus kunkeei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus mucosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus parabuchneri	0	0	0	0	0	0	0	0	0	0	179	144	0	154	85	16
Lactobacillus pentosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus pobuzihii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus rhamnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus rossiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus sakei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	3
Pediococcus pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sharpea azabuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc carnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc gelidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc pseudomesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc suionicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella confusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella viridescens	0	0	0	0	0	0	0	0	0	0	67	28215	673	0	3096	20
Lactococcus garvieae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus piscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus anginosus	1187	680	7471	1812	0	1031	433	693	1326	740	0	0	0	0	0	0
Streptococcus constellatus	2661	563	2220	3559	0	1185	540	439	0	814	0	0	0	0	0	0
Streptococcus intermedius	1470	1307	4157	2072	0	1923	799	902	1876	1653	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus caballi	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus cristatus	6109	4135	53613	3975	0	11718	3904	7104	9482	2156	0	0	0	0	0	4
Streptococcus dysgalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus equi	947	0	1306	1236	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus equinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus gordonii	516	3070	4401	4387	0	55689	1368	3803	11583	1236	0	0	0	0	0	0
Streptococcus infantis	0	0	0	0	0	0	0	0	3629	0	0	0	0	0	0	0
Streptococcus lutetiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus massiliensis	0	0	1282	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis	405	851	1025	831	0	2907	724	5787	21440	0	0	0	0	0	0	0
Streptococcus mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus oralis	3142	8602	10039	6388	0	13916	4062	33003	109037	3068	0	0	0	0	0	4
Streptococcus ovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis	0	0	868	0	0	0	0	0	874	0	0	0	0	0	0	2
Streptococcus parauberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus peroris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus pneumoniae	430	675	1909	991	0	973	501	2023	5959	0	0	0	0	0	0	0
Streptococcus pseudopneumoniae	0	568	4255	0	0	0	0	1290	4405	0	0	0	0	0	0	0
Streptococcus pyogenes	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
Streptococcus respiraculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	0	1745	959	0	0	1533	957	535	2855	0	0	0	0	0	0	0
Streptococcus sanguinis	9826	154930	42694	7062	0	120379	82924	35931	234319	19856	0	0	0	0	0	22
Streptococcus sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus suis	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
Streptococcus uberis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. 1171_SSPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. 263_SSPC	0	363	0	0	0	805	0	0	3786	0	0	0	0	0	0	0
Streptococcus sp. 2_1_36FAA	0	317	0	0	0	2091	0	0	917	0	0	0	0	0	0	0
Streptococcus sp. 400_SSPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. C300	0	0	0	0	0	0	0	785	2544	0	0	0	0	0	0	0
Streptococcus sp. CCUG 49591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. ChDC B345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. ChDC B353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. DD04	36313	4189	238027	4517	0	7696	16871	39301	30939	5902	0	0	0	0	0	0
Streptococcus sp. F0441	0	440	0	0	0	0	0	968	2893	0	0	0	0	0	0	0
Streptococcus sp. F0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC034B05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC034E03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC056C01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC061D01	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC061D10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC062B01	0	0	0	0	0	1496	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC062D07	0	0	0	0	0	0	0	0	1601	0	0	0	0	0	0	0
Streptococcus sp. HMSC062H02	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0
Streptococcus sp. HMSC063B03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC066F01	0	0	0	0	0	0	0	0	1184	0	0	0	0	0	0	0
Streptococcus sp. HMSC067A03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC067H01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Streptococcus sp. HMSC070B10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC071D03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC072D03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC072D05	0	0	0	0	0	0	0	634	2030	0	0	0	0	0	0	0
Streptococcus sp. HMSC072D07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC073F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC074B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC076C08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC077D04	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0
Streptococcus sp. HMSC077F03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC10A01	0	0	0	0	0	1921	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC10E12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HMSC34B10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. HPH0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. I-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. I-P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. M143	0	0	0	0	0	0	0	0	1161	0	0	0	0	0	0	0
Streptococcus sp. M334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. NLAE-zl-C503	0	532	0	0	0	0	0	1222	3160	0	0	0	0	0	0	0
Streptococcus sp. NPS 308	0	526	0	0	0	2403	443	5125	21006	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 058	0	468	0	0	0	0	0	1435	4196	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 071	0	476	714	0	0	0	0	986	3389	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacilli bacterium VT-13-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella minuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella sp. AF73-05CM02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella sp. Marseille-P3954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricicoccus pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Arthromitus sp. SFB-turkey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium algidicarnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium argentinense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium baratii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium bornimense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium botulinum	0	0	0	0	0	0	0	0	0	0	0	132	0	125	0	12
Clostridium butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium cadaveris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium cavendishii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium chauvoei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium cochlearium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium colicanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium disporicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium frigidicarnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium gasigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium lundense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium magnum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium mediterraneense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium niameyense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium nigeriense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium novyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium pasteurianum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Clostridium phoceensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium septicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sporogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium tertium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium tetani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium thermopalmarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium uliginosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium ventriculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. 1_1_41A1FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. 7_3_54FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. ASF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. AT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. ATCC 29733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. ATCC BAA-442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. CL-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. DL-VIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. L2-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. M62/1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. Marseille-P2415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. Marseille-P3244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. ND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. PI-S10-A1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Clostridium sp. SN20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. SS2/1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. SY8519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geosporobacter subterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hathewaya proteolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungatella hathewayi	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inediibacterium massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khelaifiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lutispora thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mordavella sp. Marseille-P3756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarcina sp. DSM 11001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae bacterium JG1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] brachy	5578	1657	9261	5247	0	9335	2413	1741	4625	20117	0	0	0	0	0	0
[Eubacterium] infirmum	5538	447	4404	3421	0	802	754	0	0	1588	0	0	0	0	0	0
[Eubacterium] minutum	103421	53361	642776	304188	3588	96723	69235	38402	23696	295390	0	0	0	0	396	137
[Eubacterium] saphenum	4343	3438	186824	115591	0	33738	7663	4388	6573	91065	0	0	0	0	98	0
[Eubacterium] sulci	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerovorax odorimutans	2306	0	802	1910	0	0	0	0	0	0	0	0	0	0	0	0
Emergencia timonensis	2553	0	919	2074	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium diversum	965	276	3003	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium pumilum	6086	825	6842	5294	0	1040	1202	583	0	1746	0	0	0	0	0	0
Thermaerobacter marianensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermaerobacter subterraneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerofustis stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Eubacterium] eligens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium callanderi	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium plexicaudatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium pyruvativorans	1105	0	0	1121	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium uniforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium ventriosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium sp. SB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacillus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0
Pseudoramibacter alactolyticus	1874	2743	17731	1847	0	0	823	0	0	7204	0	0	0	0	0	0
Eubacteriaceae bacterium CHKCI004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastidiosipila sanguinis	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageeibacillus indolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoclostridium thermosuccinogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobutyricum hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerosporobacter mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerostipes hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bariatricus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Ruminococcus] torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia producta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia wexlerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. KLE 1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. Marseille-P2398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. Marseille-P3087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. Marseille-P3201T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. N6H1-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia sp. SF-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio fibrisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio sp. NC3005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio sp. TB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella morbi	8804	3926	12073	6145	0	6939	5864	5714	3665	10220	0	0	0	0	57	18
Coprococcus catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus comes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus sp. HPP0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus sp. HPP0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Dorea massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea sp. 5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter sp. 2789STDY5834925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnsonella ignava	1030	1776	16906	4302	0	27600	7369	1655	2749	15102	0	0	0	0	0	102
Lachnoanaerobaculum saburreum	669	600	1772	1305	0	1487	619	635	0	1006	0	0	0	0	0	3
Lachnoanaerobaculum umeaense	377	335	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Lachnoanaerobaculum sp. OBRC5-5	342	336	734	0	0	0	0	0	0	0	0	0	0	0	0	0
