# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Olsenella.s__Olsenella_uli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02624	0	0	0	0	3.53546	2.15331	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Ottowia.s__Ottowia_sp_oral_taxon_894	0	4.92463	0	0	63.5602	13.0341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0311	7.16126	0	0	0	71.1504	0	0	0	7.37868	0	0	0	32.3731	13.5438	0	23.6132	7.78674	0	5.67216	84.4896	0	0	7.04013	0	11.0313	22.6144	8.96919	5.17052	0	0	0	0	18.1982	15.2568	33.0992	0	0	0	25.7819	0	0	0	6.2509	27.0003	0	53.4797	14.5882	0	27.953	0	0	27.868	0	0	8.80211	0	0	12.9457	0	0	23.5654	3.47309	30.1933	0	0	0	12.4004	0	9.25787	0	0	5.6428	0	14.0179	14.5987
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Peptoanaerobacter.s__Eubacterium_yurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60582	3.11005	0	0	10.9086	0	0	5.13163	0	0	0	0	0	0	11.3703	0	8.29306	9.8537	0	4.93419	15.8523	5.30512	7.22526	6.60864	0	0	3.77392	8.63567	5.39163	0	0	0	0	0	0	0	0	0	0	3.65625	0	0	0	5.38603	4.80906	0	15.0376	7.94036	4.95738	11.858	0	0	0	0	0	3.50769	0	6.5129	10.5253	0	0	4.8803	0	3.88491	0	0	0	8.37888	0	0	0	0	10.1493	0	8.66237	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89586	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12911	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Pseudopropionibacterium.s__Pseudopropionibacterium_propionicum	0	7.23432	0	0	6.68528	5.77324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2151	6.14093	0	0	27.9756	0	13.2138	6.8675	0	6.94032	6.23809	0	0	6.42499	14.9482	7.1822	16.6791	4.6857	0	0	18.4368	0	7.30028	0	0	9.49568	0	7.97094	8.74099	5.62418	0	0	3.02701	12.9455	16.6995	4.24857	0	8.89208	0	7.42629	14.4646	0	4.99622	0	30.6581	9.73554	18.7646	0	0	22.1543	0	10.3782	9.21107	0	0	18.5908	16.8618	0	16.5698	18.4228	0	4.92501	0	20.3239	0	7.36345	0	15.272	11.0783	8.61287	0	0	12.0251	0	7.77308	7.08736
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus	0	0	5.36886	0	0	6.16074	0	21.1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59437	0	0	11.7242	4.73937	25.7784	0	0	0	0	14.615	16.1955	8.01046	0	0	9.9839	0	0	0	0	0	0	0	0	0	0	0	9.43194	0	0	0	0	0	0	0	0	0	0	0	0	10.7201	0	0	0	8.99942	15.4152	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Rothia.s__Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64231	0	0	0	15.8542	0	0	0	0	0	0	0	0	3.14027	0	11.2957	0	0	0	0	1.71029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76711	0	0	0	0	0	6.51114	0	4.21548	0	0	0	0	9.78611	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42897	0	0	0	12.4873	0	0	0	0	0	0	0	0	2.21061	0	7.13021	0	0	0	0	5.78155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31926	0	0	0	0	0	3.1182	0	0	0	0	0	0	10.8624	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Selenomonas.s__Selenomonas_infelix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38262	0	0	0	0	0	0	0.867091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454324	0	0	0	0	0.832339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Selenomonas.s__Selenomonas_sp_FOBRC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17162	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Selenomonas.s__Selenomonas_sp_oral_taxon_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451864	0	0	0	0	0	0	0	0	0	0	0	0.392363	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_anginosus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833557	0.801945	0	0	0	0	0.93381	0	0.590174	0	0	0	1.65911	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78916	0	0	0.754742	0	0	1.15563	0	0	0	0	0	0	0	0	0.357298	0	1.54743	0	0	0	0	0	0	0	1.22841	0	0	0	0	0	0	0.288321	0	0.40366	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42097	5.22601	12.5518	0	0	0	0	0	0	0	0	0	0	0	0	0	22.4666	4.86754	0	0	0	6.62638	8.67802	7.67931	0	0	0	0	0	0	0	5.29455	0	0	0	0	0	0	0	64.7536	0	0	0	12.7746	0	0	0	9.20562	0	0	0	0	5.70783	4.82745	0	0	0	0	0	0	0	0	1.25319	0	0	0	0	0	0	0	6.61424	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_milleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7759	0	0	0	0	0	0	0	6.84853	0	0	0	2.53766	1.57428	12.3094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13847	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_oralis	0	10.5157	0	0	0	4.45827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01216	0	0	6.83417	7.05195	8.41366	4.53074	0	0	4.80723	0	0	0	17.2169	8.93185	0	3.94406	0	7.47384	12.2155	5.45126	2.69363	10.0106	0	12.3917	7.20177	35.5164	0	0	0	0	2.8786	0	2.34737	1.68165	0	0	0	6.33887	2.34801	0	0	22.9357	3.67439	0	4.43356	14.5084	9.61777	2.46473	0	16.3164	0	0	0	4.87013	3.72217	24.9813	14.8139	0	3.26797	5.59494	0	0.873906	0	10.5357	9.2848	0	12.9836	0	0	0	5.5394	0	9.73562	6.63575
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis	0	7.84304	0	0	0	7.86935	0	0	0	0	0	0	0	23.3275	0	0	0	0	0	0	0.45403	82.8552	0	0	29.0873	19.9977	19.0105	38.8362	0	0	5.14647	0	0	10.816	34.716	20.2765	23.3602	38.5331	0	7.53466	4.99325	41.7372	7.7007	19.2397	0	6.78625	10.5884	17.9619	10.5497	0	0	0	1.76305	1.19069	0	3.10995	0	0	2.01905	82.3435	1.23965	0	0	8.29857	0.790769	5.36494	4.76647	13.609	6.29564	43.0692	0	12.8692	0	0	0	30.1167	26.0519	41.5304	25.6637	3.67174	6.17566	23.9192	0	11.0976	9.22441	15.9642	5.79716	5.09837	67.1098	3.17432	0	0.246492	27.6716	0	35.5465	20.9485
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sinensis	0	1.91691	0	0	0	2.39401	0	0	0	0	0	0	0	4.44426	0	0	0	0	0	0	3.29168	3.38232	0	0	8.49654	1.48984	1.6304	5.55646	3.91054	0	2.20459	0	0	5.44243	7.81035	6.53541	0	6.04202	0	5.99269	12.1774	3.12978	8.06928	14.141	0	12.7643	4.65899	5.92792	5.34604	0	0	0	9.71736	3.1927	12.3657	3.5988	0	0	3.99505	2.55262	7.35624	0	7.95591	5.62451	6.62049	2.15026	6.97	138.288	2.1418	11.4253	0	15.6968	5.66725	0	0	9.58247	6.31562	18.784	0	8.40243	3.30551	1.79735	3.56443	1.72726	1.01365	4.37903	0.725956	3.66691	4.10863	8.86689	0	2.61499	11.012	4.2286	15.745	2.86009
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sp_HMSC070B10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sp_NLAE_zl_C503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1187	0	0	0	5.40241	2.69405	0	0	0	7.61523	0	0	0	0	0	0	0	3.5201	0	0	0	0	0	3.26286	0	0	0	3.14931	0	0	0	0	2.24201	0	0	0	0	0	5.95575	0	0	0	0	0	0	0	0.18869	0	8.2837	0	0	0	0	0	0	5.50695	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sp_SK643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2823	0	0	0	0.936504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sp_oral_taxon_056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Streptococcus.s__Streptococcus_sp_oral_taxon_058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83458	4.89883	0	0	6.26182	0	0	0	0	0	0	0	2.99865	0.925727	0	0	0	0	1.58487	0	0	0	0	0	6.42517	14.8216	0	1.92699	0	20.4691	0	0	0	0	3.04934	0	0	0	2.37577	0	0	0	0	6.49606	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified	0	16.7032	7.0344	9.10569	0	8.09468	8.67328	25.3767	0	0	0	0	0	0	0	0	0	0	0	0	9.01692	13.4368	21.813	33.7467	0	0	0	25.6431	24.6118	13.7452	11.0895	14.9037	17.601	12.7027	8.00181	23.4598	0	14.7056	11.2404	6.80828	0	6.19179	11.4754	13.8983	8.30842	29.7966	11.4628	8.50017	10.1748	10.9512	23.1818	0	24.9396	21.6873	24.7932	33.2425	26.4948	31.4644	0	11.7072	11.5244	40.9298	27.3197	9.85582	11.2703	17.1347	0	0	0	23.9194	16.7844	22.2859	12.7284	0	18.9318	12.1629	9.61562	13.9581	0	22.3321	23.9266	10.9301	43.1588	5.69809	17.783	7.09838	47.5129	14.8911	5.97166	27.3659	21.1853	53.1578	20.6743	4.87482	11.8887	17.785
TRNA-CHARGING-PWY: tRNA charging	420.778	305.295	420.321	369.44	448.636	471.68	421.527	311.251	0	0	0	0	0	94.3049	0	0	0	0	139.881	0	410.677	420.371	314.987	367.531	394.323	415.071	327.796	374.259	317.286	301.672	340.878	318.161	439.424	339.851	430.042	342.54	386.963	369.403	371.336	376.912	496.992	370.786	369.408	371.788	387.717	345.891	347.97	372.758	360.309	473.842	369.955	452.757	338.623	344.998	319.051	379.176	434.361	408.854	416.451	522.846	331.374	318.198	411.946	546.05	351.094	371.669	340.9	432.59	417.033	477.201	476.584	438.369	300.598	277.602	318.099	403.206	368.662	564.387	425.292	301.216	307.712	390.23	428.369	383.167	347.572	417.685	406.02	355.19	417.947	384.992	383.416	412.435	455.534	347.333	442.512	334.432
TRNA-CHARGING-PWY: tRNA charging|g__Abiotrophia.s__Abiotrophia_defectiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54616	0	0	0	3.31394	0	1.42671	0	0	0	0	0	0	3.43896	1.85061	1.97537	2.00078	0	0	1.91182	0	0	0	0	0	0	1.54776	0	0	0	0	0	0	0	0	0	0	0	2.88021	0	0	0	7.36735	0	0	0	2.86225	1.00249	4.44332	0	0	0	0	0	1.44938	1.84668	10.6947	4.43574	0	0	1.27429	0	0	0	1.70232	0	0	4.41103	0	0	0	1.53724	0	1.67951	0
TRNA-CHARGING-PWY: tRNA charging|g__Abiotrophia.s__Abiotrophia_sp_HMSC24B09	0	4.64376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4283	0	0	0	3.40705	0	8.04359	0	0	0	0	0	0	10.2061	4.6853	4.31267	9.23814	0	0	3.94314	3.56287	0	2.54688	0	0	0	3.80999	0	0	0	0	0	0	0	0	0	0	0	11.6481	0	0	0	14.6601	0	0	0	4.95599	2.51267	12.2996	0	0	0	0	0	4.8045	3.58407	28.5658	10.1077	0	0	3.66943	0	0	0	5.11748	0	0	12.9846	0	0	0	7.76659	0	2.99933	0
TRNA-CHARGING-PWY: tRNA charging|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40482	0	0	0	0	0	0	0	16.3275	0	0	0	14.6221	0	0	0	0	0	0	0	2.07746	0	0	0	0	0	0	0	1.56766	0	0	0	0	0	0	0	0	2.9133	0	4.19408	0
TRNA-CHARGING-PWY: tRNA charging|g__Aggregatibacter.s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541316	0	0	0	0	0	0	0	10.0755	0	0	2.88352	12.0868	0	0	0	6.90395	0	0	0	1.7546	0	4.52013	0	0	0	0	0	0.474401	0	0	0	0	0	0	0	0	1.96783	0	5.42968	0
TRNA-CHARGING-PWY: tRNA charging|g__Bacteroidetes_unclassified.s__Bacteroidetes_bacterium_oral_taxon_272	9.74719	0	0	0	12.8985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98657	0	4.7744	8.488	0	10.7443	0	0	0	0	16.0309	0	0	0	0	5.75144	0	0	0	0	4.63562	0	0	24.578	0	0	4.73967	0	0	0	15.2661	0	7.70514	5.84698	0	0	0	0	0	0	12.159	0	3.80966	3.58527	0	0	20.9398	0	0	0	0	0	4.21764	0	11.6737	0	12.03	0	8.92122	4.97988	0	0	0	8.00505	2.85752	0	0	0
TRNA-CHARGING-PWY: tRNA charging|g__Capnocytophaga.s__Capnocytophaga_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78788	0	0	0	0	0	0	0	0	9.41888	0	5.20712	0	0	0	6.62181	4.33925	0	0	0	0	5.2616	0	0	0	0	0	0	0	0	0	0	0	0	3.38252	0	0	0	10.9163	0	0	0	0	0	0	0	0	0	0	0	0	0	7.56991	5.75036	0	0	10.8453	0	2.67789	0	14.1275	0	0	0	0	0	0	3.30912	0	4.16143	0
TRNA-CHARGING-PWY: tRNA charging|g__Capnocytophaga.s__Capnocytophaga_granulosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90539
TRNA-CHARGING-PWY: tRNA charging|g__Capnocytophaga.s__Capnocytophaga_leadbetteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52628	0	0	0	0	0	0	0	0	0	0	0	7.98508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53277	0	0	0	0	0	3.43236	0	0	0	0	0	0	0	4.95018	0	0	0	4.66948	0	3.11169	0	6.13309	0	0	0	0	0	0	2.81587	0	9.53917	0
TRNA-CHARGING-PWY: tRNA charging|g__Capnocytophaga.s__Capnocytophaga_ochracea	0	0	0	0	2.88571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734913	0	0	4.25096	0	0	0.78237	0	0	0	0	0	1.68617	1.39764	1.74911	1.55854	0.877514	0	0	1.60336	0	0	0	0	0	1.32071	1.30875	0	0	0	0	0	0	0	0	0	0	0	0.644321	0	0	0	0	2.68519	0	0	0	0	0	0	0	0	0	0	1.59396	1.95668	1.1759	3.73048	0	0	0.970748	0	1.54746	0	1.42538	0	0	0	1.43206	0	0	2.86222	0	1.43192	1.81605
TRNA-CHARGING-PWY: tRNA charging|g__Capnocytophaga.s__Capnocytophaga_sputigena	0	0	0	0	4.35068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82322	0	0	8.53617	36.9189	0	7.22872	0	0	0	0	0	5.37119	14.1806	4.10642	7.28298	6.00154	0	3.52757	2.46121	5.47252	0	0	0	0	10.7992	6.46839	2.84965	0	0	0	0	0	0	2.60877	0	0	0	10.0433	0	0	0	3.7914	2.55687	0	0	0	2.83333	5.28667	0	0	0	0	0	3.36091	5.2986	6.58875	6.60287	0	0	11.9743	0	4.94816	0	8.04546	0	0	13.7089	1.48294	0	0	7.62826	0	11.0194	3.22498
TRNA-CHARGING-PWY: tRNA charging|g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNA-CHARGING-PWY: tRNA charging|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_brachy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30058	0	6.50248	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2461	0	0	0	0	0	4.27666	0	0	0	0	0	0	0	0	0	18.4886	0	0	3.70619	0	4.65762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87265	0	0	0	0	0
